design,pair_id,stratum,role,is_disease,hgnc_symbol,uniprot,ensembl_transcript_id,group,Pfam_flag,Protein_feature_flag,Structured_domain_flag,SLiM_flag,MoRF_flag,PTM_flag,NLS_flag,LCS_flag,PPI_flag,cds_length,NMDesc_region_length,exon_num,gc_content,nmdesc_gc_content,repeat_fraction,nmdesc_repeat_fraction,homopolymer_fraction,nmdesc_homopolymer_fraction,pfam_overlap_length,pfam_overlap_fraction,degree_centrality,pLI,oe_lof_upper,tau,n_flags_set,n_flags_available
matched,FS_0043,FS,control,0,CUX2,O14529,ENST00000261726,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,4461,936,22,63.37,62.61,0.6025554808338938,0.6282051282051282,0.0970634386908764,0.1132478632478632,171,0.1826923076923076,0.0171919770773638,1.0,0.187,0.9264334580453498,6.0,7
matched,FS_0044,FS,case,1,GRIN2B,Q13224,ENST00000609686,fs,1,1.0,1.0,,,1.0,,1.0,1.0,4455,1959,14,54.1,58.7,0.5937149270482603,0.5895865237366003,0.0540965207631874,0.0556406329760081,1929,0.98468606431853,0.0601719197707736,1.0,0.061,0.9274721924309433,6.0,6
matched,FS_0044,FS,control,0,COL1A1,P02452,ENST00000225964,fs_control,1,1.0,1.0,,,1.0,,0.0,1.0,4395,300,51,65.05,62.0,0.6288964732650739,0.5066666666666667,0.0953356086461888,0.0133333333333333,300,1.0,0.0945558739255014,1.0,0.105,0.9487434508137348,5.0,6
matched,FS_0045,FS,case,1,CFTR,P13569,ENST00000003084,fs,0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,4443,205,27,41.53,50.24,0.6103983794733289,0.6195121951219512,0.0735989196488858,0.0829268292682926,0,0.0,0.0630372492836676,2.1735e-58,1.307,0.9355332694426448,6.0,8
matched,FS_0045,FS,control,0,PRX,Q9BXM0,ENST00000324001,fs_control,0,1.0,1.0,,,1.0,1.0,1.0,1.0,4386,4063,7,63.54,63.33,0.6520747834017327,0.653704159488063,0.0911992704058367,0.090327344326852,0,0.0,0.0085959885386819,2.1337e-14,0.984,0.992577613391088,6.0,7
matched,FS_0046,FS,case,1,ELANE,P08246,ENST00000632488,fs,1,1.0,1.0,,,0.0,,1.0,1.0,804,258,6,67.54,65.89,0.6057213930348259,0.6356589147286822,0.0907960199004975,0.1434108527131783,180,0.6976744186046512,0.0286532951289398,0.0012274,1.129,0.9736777844652372,5.0,6
matched,FS_0046,FS,control,0,APOA1,P02647,ENST00000236850,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,804,683,4,62.69,63.54,0.5970149253731343,0.6017569546120058,0.0348258706467661,0.0248901903367496,564,0.8257686676427526,0.0372492836676217,0.00054909,1.338,0.9822565520500508,6.0,6
matched,FS_0047,FS,case,1,COL3A1,,ENST00000708566,fs,1,,,,,,,,,4401,198,51,56.9,43.94,0.6255396500795274,0.5858585858585859,0.0658941149738695,0.0656565656565656,192,0.9696969696969696,0.0773638968481375,1.0,0.098,0.894625379304126,1.0,1
matched,FS_0047,FS,control,0,DCC,P43146,ENST00000442544,fs_control,1,1.0,1.0,0.0,,1.0,,1.0,1.0,4344,181,29,48.96,49.17,0.611878453038674,0.6408839779005525,0.0587016574585635,0.0883977900552486,181,1.0,0.0114613180515759,0.99448,0.283,0.9590051141607916,6.0,7
matched,FS_0048,FS,case,1,GRIN2A,Q12879,ENST00000330684,fs,1,1.0,1.0,,,1.0,,1.0,1.0,4395,1903,13,52.26,51.29,0.6006825938566553,0.6195480819758277,0.0664391353811149,0.0809248554913294,1873,0.9842354177614292,0.0458452722063037,0.99998,0.188,0.9286587280199028,6.0,6
matched,FS_0048,FS,control,0,ARHGAP31,Q2M1Z3,ENST00000264245,fs_control,0,1.0,0.0,,,1.0,,1.0,0.0,4335,2451,12,54.56,55.45,0.639446366782007,0.6593227254181967,0.0592848904267589,0.0689514483884129,0,0.0,0.0057306590257879,0.99999,0.192,0.7426895781741957,3.0,6
matched,FS_0049,FS,case,1,CRB1,P82279,ENST00000367400,fs,1,1.0,1.0,,,1.0,,1.0,1.0,4221,239,12,45.34,50.21,0.6095711916607439,0.5648535564853556,0.0549632788438758,0.0334728033472803,93,0.3891213389121339,0.0401146131805157,5.6266e-16,0.829,0.9020711773057192,6.0,6
matched,FS_0049,FS,control,0,INSR,P06213,ENST00000302850,fs_control,1,1.0,1.0,1.0,,1.0,,1.0,1.0,4149,1865,22,55.6,56.3,0.601349722824777,0.5892761394101876,0.0547119787900699,0.0466487935656836,1176,0.6305630026809651,0.0257879656160458,3.6145e-05,0.453,0.7713804557270685,7.0,7
matched,FS_0050,FS,case,1,SDHB,P21912,ENST00000375499,fs,1,1.0,0.0,,,1.0,,1.0,1.0,843,148,8,49.82,52.03,0.6061684460260973,0.6351351351351351,0.029655990510083,0.027027027027027,110,0.7432432432432432,0.0229226361031518,0.00024397,0.825,0.5619069041090546,5.0,6
matched,FS_0050,FS,control,0,CEBPE,Q15744,ENST00000206513,fs_control,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,846,483,2,65.48,66.05,0.6217494089834515,0.6045548654244306,0.1087470449172576,0.0993788819875776,159,0.3291925465838509,0.0114613180515759,0.0070769,0.995,0.9848715207495716,8.0,8
matched,FS_0051,FS,case,1,NSD2,O96028,ENST00000508803,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,4098,355,22,52.49,59.15,0.6154221571498292,0.6338028169014085,0.0807711078574914,0.104225352112676,264,0.7436619718309859,0.0429799426934097,,,0.7912111150821501,6.0,7
matched,FS_0051,FS,control,0,COL1A2,P08123,ENST00000297268,fs_control,1,1.0,1.0,,,1.0,,0.0,0.0,4101,123,52,58.79,40.65,0.6425262131187516,0.6016260162601627,0.063643013899049,0.1056910569105691,123,1.0,0.0859598853868194,1.0,0.202,0.9547461760555584,4.0,6
matched,FS_0052,FS,case,1,MSH6,P52701,ENST00000234420,fs,1,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,4083,204,10,44.89,40.69,0.6118050453098212,0.553921568627451,0.0832721038452118,0.0588235294117647,104,0.5098039215686274,0.0573065902578796,3.6705e-05,0.498,0.7651806104123176,6.0,8
matched,FS_0052,FS,control,0,FLT4,P35916,ENST00000261937,fs_control,0,1.0,0.0,,,1.0,1.0,1.0,0.0,4092,243,30,62.46,60.49,0.5764907135874878,0.6419753086419753,0.0552297165200391,0.0905349794238683,0,0.0,0.0458452722063037,1.0,0.147,0.8664605696491532,4.0,7
matched,FS_0053,FS,case,1,MN1,Q10571,ENST00000302326,fs,0,1.0,,,,0.0,0.0,1.0,0.0,3963,262,2,68.38,62.6,0.6404239212717638,0.5877862595419847,0.1001766338632349,0.0305343511450381,0,0.0,0.0057306590257879,0.99999,0.087,0.8721329490177867,2.0,6
matched,FS_0053,FS,control,0,MYPN,Q86TC9,ENST00000358913,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,3963,341,20,50.21,52.2,0.6202371940449155,0.5894428152492669,0.0764572293716881,0.0234604105571847,182,0.533724340175953,0.0200573065902578,2.611e-06,0.506,0.99174554934157,6.0,7
matched,FS_0054,FS,case,1,STUB1,Q9UNE7,ENST00000219548,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,912,158,7,62.28,60.76,0.5756578947368421,0.4873417721518987,0.0471491228070175,0.1075949367088607,158,1.0,0.0257879656160458,0.018667,0.68,0.4421773571768123,7.0,7
matched,FS_0054,FS,control,0,MSX1,P28360,ENST00000382723,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,912,753,2,70.29,69.99,0.6721491228070176,0.6693227091633466,0.0811403508771929,0.0823373173970783,171,0.2270916334661354,0.0716332378223495,0.16517,1.01,0.9236514937825736,7.0,7
matched,FS_0055,FS,case,1,TRPS1,Q9UHF7,ENST00000395715,fs,1,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,3885,1086,7,47.26,45.86,0.6072072072072072,0.6141804788213628,0.0764478764478764,0.0607734806629834,102,0.0939226519337016,0.0114613180515759,1.0,0.111,0.787462777923306,7.0,8
matched,FS_0055,FS,control,0,SH3TC2,Q8TF17,ENST00000515425,fs_control,0,0.0,1.0,,,0.0,,1.0,0.0,3867,238,17,55.06,58.82,0.6188259632790277,0.6050420168067226,0.0299974140160331,0.0210084033613445,0,0.0,0.0200573065902578,8.3409e-16,0.813,0.9298560618788096,2.0,6
matched,FS_0056,FS,case,1,MYO6,Q9UM54,ENST00000369977,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,3858,765,35,41.08,47.71,0.6057542768273717,0.5568627450980392,0.0839813374805598,0.0470588235294117,273,0.3568627450980392,0.0229226361031518,2.4287e-05,0.419,0.5049157520381585,7.0,7
matched,FS_0056,FS,control,0,PRDM16,Q9HAZ2,ENST00000270722,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,3831,3730,17,62.59,62.68,0.6196815452884364,0.6195710455764075,0.0934481858522578,0.0935656836461126,1065,0.2855227882037534,0.0057306590257879,0.99999,0.187,0.9025905085088356,7.0,7
matched,FS_0057,FS,case,1,AUTS2,Q8WXX7,ENST00000342771,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,3780,1051,19,61.38,64.8,0.6298941798941798,0.6137012369172217,0.0833333333333333,0.0561370123691722,120,0.1141769743101807,0.0171919770773638,0.99934,0.253,0.6768557349672472,6.0,7
matched,FS_0057,FS,control,0,STAG1,Q8WVM7,ENST00000383202,fs_control,0,0.0,0.0,,,1.0,0.0,1.0,0.0,3777,75,34,41.67,49.33,0.5957108816521048,0.4933333333333333,0.062748212867355,0.0,0,0.0,0.0200573065902578,1.0,0.119,0.6437948857346297,2.0,7
matched,FS_0058,FS,case,1,PHOX2B,Q99453,ENST00000226382,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,945,612,3,66.14,68.79,0.6433862433862434,0.6683006535947712,0.0751322751322751,0.0800653594771241,171,0.2794117647058823,0.0286532951289398,0.93755,0.34,0.9717612151148916,6.0,7
matched,FS_0058,FS,control,0,PITX1,P78337,ENST00000265340,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,945,396,3,66.98,62.37,0.617989417989418,0.6085858585858586,0.037037037037037,0.0101010101010101,171,0.4318181818181818,0.0143266475644699,0.88244,0.418,0.9723047707359384,7.0,7
matched,FS_0059,FS,case,1,RDH12,Q96NR8,ENST00000551171,fs,1,1.0,1.0,,,1.0,,1.0,0.0,951,333,9,56.89,62.16,0.6056782334384858,0.5825825825825826,0.0504731861198738,0.081081081081081,125,0.3753753753753753,0.0286532951289398,2.2626e-09,1.435,0.9673375360746804,5.0,6
matched,FS_0059,FS,control,0,RLBP1,P12271,ENST00000268125,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,954,358,9,56.81,49.44,0.6111111111111112,0.6145251396648045,0.0324947589098532,0.0111731843575419,358,1.0,0.0257879656160458,1.1303e-05,1.08,0.8931406858812652,6.0,6
matched,FS_0060,FS,case,1,POLG,P54098,ENST00000268124,fs,0,1.0,0.0,,,1.0,,1.0,1.0,3720,85,23,60.43,48.24,0.6086021505376344,0.7294117647058823,0.0658602150537634,0.1411764705882353,0,0.0,0.0171919770773638,2.0756e-09,0.555,0.5335083541311676,4.0,6
matched,FS_0060,FS,control,0,IMPG2,Q9BZV3,ENST00000193391,fs_control,0,1.0,0.0,,,0.0,,0.0,0.0,3726,56,19,44.9,37.5,0.6057434245840043,0.6071428571428571,0.050456253354804,0.0714285714285714,0,0.0,0.0286532951289398,2.7548e-13,0.72,0.750978630850624,1.0,6
matched,FS_0061,FS,case,1,JAG1,P78504,ENST00000254958,fs,1,1.0,0.0,,,1.0,,1.0,0.0,3657,412,26,53.95,52.43,0.5859994531036369,0.6019417475728155,0.0617992890347279,0.0606796116504854,42,0.1019417475728155,0.0916905444126074,1.0,0.146,0.8457279802027199,4.0,6
matched,FS_0061,FS,control,0,SMC3,Q9UQE7,ENST00000361804,fs_control,1,1.0,1.0,,,1.0,0.0,1.0,1.0,3654,127,29,39.0,37.01,0.6029009304871373,0.5196850393700787,0.077175697865353,0.0314960629921259,83,0.6535433070866141,0.0487106017191977,1.0,0.037,0.6773861780640793,6.0,7
matched,FS_0062,FS,case,1,NKX2-5,P52952,ENST00000329198,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,975,797,2,68.51,69.13,0.64,0.6298619824341279,0.0605128205128205,0.0489335006273525,171,0.2145545796737766,0.0945558739255014,0.94531,0.326,0.9787873294916508,7.0,7
matched,FS_0062,FS,control,0,FOSL2,P15408,ENST00000264716,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,981,604,4,63.2,63.74,0.5922528032619776,0.5844370860927153,0.0713557594291539,0.0794701986754966,180,0.2980132450331126,0.0143266475644699,0.98293,0.241,0.705479357236383,7.0,7
matched,FS_0063,FS,case,1,PLCB4,,ENST00000378473,fs,1,,,,,,,,,3621,2057,40,42.39,43.32,0.6006628003314002,0.5974720466699076,0.0737365368682684,0.0515313563441905,1353,0.6577540106951871,0.0372492836676217,3.0437e-06,0.449,0.8705532392301369,1.0,1
matched,FS_0063,FS,control,0,HCN4,Q9Y3Q4,ENST00000261917,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,3612,1497,8,65.67,68.74,0.6143410852713178,0.644622578490314,0.0927464008859357,0.1469605878423513,27,0.0180360721442885,0.0544412607449856,0.99867,0.239,0.9827603572532154,6.0,6
matched,FS_0064,FS,case,1,GRM1,Q13255,ENST00000282753,fs,0,1.0,1.0,1.0,,1.0,,1.0,0.0,3585,914,8,54.92,61.16,0.6117154811715482,0.6586433260393874,0.0479776847977684,0.0667396061269146,0,0.0,0.0429799426934097,0.14279,0.415,0.9756577145624612,5.0,7
matched,FS_0064,FS,control,0,DHX30,Q7L2E3,ENST00000445061,fs_control,1,0.0,1.0,,,1.0,,1.0,0.0,3585,291,22,59.58,66.32,0.6111576011157601,0.5738831615120275,0.0529986052998605,0.0343642611683848,103,0.3539518900343643,0.0171919770773638,1.0,0.115,0.6855733804147445,4.0,6
matched,FS_0065,FS,case,1,PALB2,Q86YC2,ENST00000261584,fs,1,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,3561,189,13,42.63,52.91,0.618646447627071,0.6190476190476191,0.0808761583824768,0.0,189,1.0,0.0257879656160458,3.0379000000000004e-19,1.006,0.6796325601372778,5.0,8
matched,FS_0065,FS,control,0,PUM1,Q14671,ENST00000426105,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,3567,213,22,51.75,52.11,0.607793664143538,0.5774647887323944,0.0555088309503784,0.0187793427230046,96,0.4507042253521127,0.0200573065902578,1.0,0.129,0.4895007761554327,6.0,6
matched,FS_0066,FS,case,1,PRPH2,P23942,ENST00000230381,fs,1,1.0,1.0,,,0.0,,1.0,0.0,1041,226,3,55.81,60.18,0.6263208453410183,0.6194690265486725,0.031700288184438,0.0176991150442477,137,0.6061946902654868,0.0343839541547277,0.11554,0.665,0.7929612758205871,4.0,6
matched,FS_0066,FS,control,0,NODAL,Q96S42,ENST00000287139,fs_control,1,1.0,1.0,,,,,0.0,1.0,1044,211,3,59.48,53.55,0.5766283524904214,0.5497630331753555,0.0603448275862069,0.0568720379146919,211,1.0,0.0229226361031518,0.97028,0.31,0.7607216373410923,4.0,5
matched,FS_0067,FS,case,1,TEK,Q02763,ENST00000380036,fs,1,1.0,1.0,,,1.0,,0.0,0.0,3375,108,23,47.79,43.52,0.605037037037037,0.5833333333333334,0.0562962962962962,0.0,47,0.4351851851851852,0.0515759312320916,1.0,0.179,0.8477730580892597,4.0,6
matched,FS_0067,FS,control,0,DSG2,Q14126,ENST00000261590,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,3357,3314,15,44.24,44.27,0.6142389037831397,0.6167773083886542,0.0601727733095025,0.0609535304767652,855,0.2579963789981895,0.0343839541547277,2.7913e-10,0.79,0.8960578629301933,6.0,6
matched,FS_0068,FS,case,1,CXCR4,P61073,ENST00000241393,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1059,533,2,50.33,51.22,0.5986779981114259,0.6303939962476548,0.0339943342776204,0.0225140712945591,443,0.8311444652908068,0.0630372492836676,0.017804,1.052,0.967737385144853,6.0,6
matched,FS_0068,FS,control,0,RRM2B,Q7LG56,ENST00000251810,fs_control,1,1.0,1.0,,,1.0,1.0,0.0,0.0,1056,174,9,41.48,33.33,0.5975378787878788,0.603448275862069,0.096590909090909,0.1724137931034483,110,0.632183908045977,0.0143266475644699,0.002357,0.699,0.6561507699335729,5.0,7
matched,FS_0069,FS,case,1,CASR,P41180,ENST00000639785,fs,1,1.0,1.0,1.0,,1.0,,1.0,1.0,3237,1637,7,54.34,57.79,0.6098239110287303,0.5986560781918143,0.0531356194006796,0.0415394013439218,918,0.5607819181429444,0.0200573065902578,0.046698,0.451,0.9777185826565262,7.0,7
matched,FS_0069,FS,control,0,GUCY2C,P25092,ENST00000261170,fs_control,1,0.0,1.0,,,1.0,,1.0,0.0,3222,200,27,44.69,47.0,0.5912476722532588,0.64,0.0726256983240223,0.115,29,0.145,0.0114613180515759,1.3919000000000001e-30,1.079,0.950814519973888,4.0,6
matched,FS_0070,FS,case,1,WNT1,P04628,ENST00000293549,fs,1,1.0,1.0,,,1.0,,1.0,0.0,1113,386,4,66.58,68.65,0.5750224618149147,0.5673575129533679,0.0610961365678346,0.082901554404145,386,1.0,0.1232091690544412,0.3263,0.603,0.917792415750198,5.0,6
matched,FS_0070,FS,control,0,GDF1,P27539,ENST00000247005,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,1119,817,8,75.96,77.48,0.6711349419124218,0.6805385556915544,0.0884718498659517,0.0991432068543451,154,0.1884944920440636,0.0057306590257879,0.41237,0.917,,5.0,6
matched,FS_0071,FS,case,1,RASA1,P20936,ENST00000274376,fs,0,1.0,1.0,,,0.0,,1.0,0.0,3144,118,25,43.96,44.07,0.611323155216285,0.5423728813559322,0.0852417302798982,0.0847457627118644,0,0.0,0.0372492836676217,1.0,0.129,0.6821540195958068,3.0,6
matched,FS_0071,FS,control,0,SUPT16H,Q9Y5B9,ENST00000216297,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,3144,239,26,43.64,44.35,0.6186386768447837,0.6276150627615062,0.0642493638676844,0.0334728033472803,217,0.9079497907949792,0.0716332378223495,1.0,0.12,0.7021172854010316,6.0,7
matched,FS_0072,FS,case,1,DAGLA,Q9Y4D2,ENST00000257215,fs,0,1.0,0.0,,,1.0,,1.0,0.0,3129,989,20,62.83,67.75,0.5963566634707574,0.6127401415571284,0.0501757750079897,0.0758341759352881,0,0.0,0.0028653295128939,0.99999,0.171,0.8160488804590796,3.0,6
matched,FS_0072,FS,control,0,ATP2A2,P16615,ENST00000539276,fs_control,1,1.0,1.0,,,1.0,,0.0,0.0,3129,346,20,48.61,55.2,0.5953978906999041,0.5144508670520231,0.0527325023969319,0.0520231213872832,212,0.6127167630057804,0.0716332378223495,0.99945,0.246,0.9087594433197936,4.0,6
matched,FS_0073,FS,case,1,ITGA2B,P08514,ENST00000262407,fs,1,1.0,1.0,,,1.0,,1.0,1.0,3120,1535,30,61.44,60.85,0.6096153846153847,0.5895765472312704,0.0836538461538461,0.063843648208469,1458,0.9498371335504886,0.0773638968481375,1.5205e-16,0.756,0.9435318624839054,6.0,6
matched,FS_0073,FS,control,0,BMPR2,Q13873,ENST00000374580,fs_control,0,1.0,0.0,1.0,,1.0,,1.0,0.0,3117,348,13,45.43,48.85,0.5941610522938723,0.6091954022988506,0.0445941610522938,0.0344827586206896,0,0.0,0.0315186246418338,0.99998,0.191,0.6922596148228529,4.0,7
matched,FS_0074,FS,case,1,DPF2,Q92785,ENST00000528416,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1176,120,11,55.27,57.5,0.6113945578231292,0.4833333333333333,0.0637755102040816,0.075,120,1.0,0.0171919770773638,0.99985,0.161,0.571479758071451,6.0,7
matched,FS_0074,FS,control,0,CSNK2A1,P68400,ENST00000217244,fs_control,0,1.0,1.0,,,1.0,0.0,1.0,1.0,1176,111,14,45.32,54.95,0.5943877551020408,0.5765765765765766,0.0816326530612244,0.081081081081081,20,0.1801801801801801,0.0372492836676217,0.98711,0.297,0.6168635231606572,5.0,7
matched,FS_0075,FS,case,1,GNAS,P63092,ENST00000371085,fs,1,1.0,1.0,,,1.0,,1.0,0.0,1185,177,13,55.11,53.11,0.5738396624472574,0.5254237288135594,0.020253164556962,0.0,177,1.0,0.0458452722063037,0.68076,0.372,0.8320727691828096,5.0,6
matched,FS_0075,FS,control,0,PAX2,Q02962,ENST00000355243,fs_control,1,1.0,1.0,,,1.0,0.0,1.0,0.0,1185,221,10,60.25,62.44,0.60084388185654,0.6018099547511312,0.080168776371308,0.1583710407239819,221,1.0,0.0515759312320916,0.66999,0.434,0.9910554702055911,5.0,7
matched,FS_0076,FS,case,1,CLCN1,P35523,ENST00000343257,fs,0,1.0,0.0,,,1.0,,1.0,1.0,2967,508,23,55.81,61.22,0.6110549376474553,0.6259842519685039,0.0684192787327266,0.1200787401574803,0,0.0,0.0229226361031518,3.2501e-20,0.994,0.9856117524179188,4.0,6
matched,FS_0076,FS,control,0,EPHB4,P54760,ENST00000358173,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,2964,303,17,62.48,61.72,0.601889338731444,0.6303630363036303,0.0684885290148448,0.0957095709570957,204,0.6732673267326733,0.0286532951289398,0.013497,0.422,0.7766747785746227,6.0,6
matched,FS_0077,FS,case,1,MNX1,P50219,ENST00000252971,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1206,390,3,74.71,67.18,0.6890547263681592,0.6948717948717948,0.0820895522388059,0.0564102564102564,171,0.4384615384615384,0.0143266475644699,0.78819,0.5,0.9148373273483748,6.0,7
matched,FS_0077,FS,control,0,LMX1B,O60663,ENST00000373474,fs_control,0,1.0,1.0,,,1.0,0.0,1.0,0.0,1209,244,8,63.69,64.34,0.5889164598842018,0.6352459016393442,0.0512820512820512,0.081967213114754,0,0.0,0.0401146131805157,0.74637,0.415,0.9252742709607956,4.0,7
matched,FS_0078,FS,case,1,NKX2-1,P43699,ENST00000354822,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1206,435,3,70.73,71.03,0.6459369817578773,0.6229885057471264,0.0621890547263681,0.0827586206896551,63,0.1448275862068965,0.0487106017191977,0.35874,0.586,0.9955389723993988,6.0,7
matched,FS_0078,FS,control,0,TMEM43,Q9BTV4,ENST00000306077,fs_control,1,0.0,1.0,,,1.0,1.0,1.0,0.0,1203,531,12,55.53,54.61,0.6259351620947631,0.5875706214689266,0.0748129675810473,0.0998116760828625,531,1.0,0.0229226361031518,1.1608e-12,1.276,0.7138330599841092,5.0,7
matched,FS_0079,FS,case,1,EFTUD2,Q15029,ENST00000426333,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,2919,202,28,51.8,56.93,0.5978074683110655,0.6138613861386139,0.0548132922233641,0.0792079207920792,93,0.4603960396039604,0.0429799426934097,1.0,0.094,0.6765222793689658,7.0,7
matched,FS_0079,FS,control,0,PITPNM3,Q9BZ71,ENST00000262483,fs_control,1,1.0,1.0,0.0,,1.0,,1.0,0.0,2925,1365,20,62.77,62.56,0.5900854700854701,0.5641025641025641,0.0567521367521367,0.0564102564102564,1224,0.8967032967032967,0.0114613180515759,0.99992,0.206,0.8897283951059362,5.0,7
matched,FS_0080,FS,case,1,THRA,P10827,ENST00000450525,fs,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1233,285,9,56.69,58.25,0.5798864557988646,0.5684210526315789,0.0364963503649635,0.0280701754385964,245,0.8596491228070176,0.0171919770773638,0.32748,0.454,0.751745113796535,6.0,7
matched,FS_0080,FS,control,0,PAFAH1B1,P43034,ENST00000397195,fs_control,1,1.0,1.0,,,1.0,0.0,0.0,1.0,1233,107,11,44.04,47.66,0.5677210056772101,0.5700934579439252,0.072992700729927,0.0,95,0.8878504672897196,0.0257879656160458,0.99995,0.107,0.6507966130926292,5.0,7
matched,FS_0081,FS,case,1,TGFB3,P10600,ENST00000238682,fs,1,1.0,1.0,,,0.0,,1.0,1.0,1239,298,7,54.8,57.38,0.6045197740112994,0.5973154362416108,0.0645682001614205,0.0604026845637583,286,0.959731543624161,0.0974212034383954,0.98727,0.27,0.8063049404826003,5.0,6
matched,FS_0081,FS,control,0,SMARCE1,Q969G3,ENST00000348513,fs_control,0,1.0,0.0,,,1.0,1.0,1.0,1.0,1236,547,11,48.54,48.26,0.6173139158576052,0.623400365630713,0.058252427184466,0.036563071297989,0,0.0,0.0372492836676217,0.99915,0.191,0.5988571778642361,5.0,7
matched,FS_0082,FS,case,1,ROR2,Q01974,ENST00000375708,fs,1,1.0,1.0,,,1.0,,1.0,1.0,2832,1288,9,61.37,62.66,0.600635593220339,0.5737577639751553,0.0723870056497175,0.0846273291925465,819,0.6358695652173914,0.0143266475644699,0.00012401,0.558,0.8446723439964896,6.0,6
matched,FS_0082,FS,control,0,GANAB,Q14697,ENST00000356638,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,2835,2748,24,55.1,55.2,0.6091710758377425,0.6106259097525473,0.0574955908289241,0.059315866084425,1959,0.712882096069869,0.0085959885386819,0.99873,0.267,0.7515230753183795,5.0,6
matched,FS_0083,FS,case,1,WNT10A,Q9GZT5,ENST00000258411,fs,1,1.0,1.0,,,,,1.0,0.0,1254,475,4,66.59,62.11,0.6028708133971292,0.6231578947368421,0.0542264752791068,0.0673684210526315,475,1.0,0.0315186246418338,4.1667e-09,1.369,0.976957797811235,4.0,5
matched,FS_0083,FS,control,0,LOX,P28300,ENST00000231004,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,1254,1166,7,58.69,59.61,0.5972886762360446,0.5969125214408233,0.0406698564593301,0.0437392795883361,530,0.4545454545454545,0.0744985673352435,0.98769,0.285,0.9735919722210676,6.0,6
matched,FS_0084,FS,case,1,TRPC6,Q9Y210,ENST00000344327,fs,0,1.0,0.0,,,1.0,,1.0,1.0,2796,175,13,43.85,40.0,0.5994277539341917,0.6971428571428572,0.0726037195994277,0.0742857142857142,0,0.0,0.0544412607449856,3.0274e-07,0.654,0.9039665263211608,4.0,6
matched,FS_0084,FS,control,0,KCNQ5,Q9NR82,ENST00000370398,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,2799,993,14,50.95,49.85,0.6127188281529118,0.5991943605236657,0.0757413361914969,0.0422960725075528,127,0.1278952668680765,0.0372492836676217,0.98011,0.306,0.9280102449234322,5.0,6
matched,FS_0085,FS,case,1,FBXO11,Q86XK2,ENST00000403359,fs,1,1.0,1.0,,,1.0,0.0,1.0,1.0,2784,177,23,42.03,40.68,0.6174568965517241,0.5988700564971752,0.0660919540229885,0.0282485875706214,99,0.559322033898305,0.0057306590257879,1.0,0.097,0.65086524588822,6.0,7
matched,FS_0085,FS,control,0,RB1,P06400,ENST00000267163,fs_control,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2787,118,27,39.0,39.83,0.6092572658772875,0.5677966101694916,0.0914962325080731,0.0677966101694915,118,1.0,0.0573065902578796,1.0,0.126,0.8013888954585768,7.0,9
matched,FS_0086,FS,case,1,IL6ST,P40189,ENST00000381298,fs,0,1.0,0.0,0.0,,1.0,,1.0,0.0,2757,732,17,40.33,41.53,0.5799782372143635,0.5833333333333334,0.0714544795067101,0.0846994535519125,0,0.0,0.0114613180515759,0.99978,0.228,0.7532002816137142,3.0,7
matched,FS_0086,FS,control,0,DHTKD1,Q96HY7,ENST00000263035,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,2760,155,17,52.39,52.26,0.6014492753623188,0.632258064516129,0.0608695652173913,0.0580645161290322,155,1.0,0.0229226361031518,2.7884e-30,1.247,0.7527676414477198,6.0,6
